predictor,cm,patch,rationality,comprehensiveness,conciseness,expressiveness
zeroshot-v1,Refactor: Update package name of AddIT.java and import in MigratedStockCoreISuite.java The package name of the AddIT.java file has been refactored from 'org.apache.directory.server.core.jndi' to 'org.apache.directory.server.core.operations.add'. The import statement in the MigratedStockCoreISuite.java file has been updated to reflect this change. This refactoring improves the structure of the code without changing its behavior.,"File: core-integ/src/test/java/org/apache/directory/server/core/operations/add/AddIT.java
Status: renamed
```diff
@@ -17,7 +17,7 @@
  *  under the License.
  *
  */
-package org.apache.directory.server.core.jndi;
+package org.apache.directory.server.core.operations.add;
 
 
 import static org.apache.directory.server.core.integ.IntegrationUtils.getAdminConnection;
```


File: core-integ/src/test/java/org/apache/directory/server/core/suites/MigratedStockCoreISuite.java
Status: modified
```diff
@@ -39,7 +39,7 @@
 import org.apache.directory.server.core.event.EventServiceIT;
 import org.apache.directory.server.core.exception.ExceptionServiceIT;
 import org.apache.directory.server.core.integ.FrameworkSuite;
-import org.apache.directory.server.core.jndi.AddIT;
+import org.apache.directory.server.core.operations.add.AddIT;
 import org.apache.directory.server.core.operations.add.PasswordHashingInterceptorTest;
 import org.apache.directory.server.core.operations.move.MoveIT;
 import org.junit.runner.RunWith;
```",4,4,3,4
zeroshot-v1,Style: Add comment to MoviesTest.java A comment was added to the MoviesTest.java file to provide additional information about the transaction-rollback example. The comment suggests that the transaction-rollback example does the same thing via UserTransaction and shows more techniques for rollback.,"File: examples/testing-transactions/src/test/java/org/superbiz/injection/tx/MoviesTest.java
Status: modified
```diff
@@ -28,8 +28,11 @@
 
 import static javax.ejb.TransactionAttributeType.REQUIRES_NEW;
 
+/**
+ * See the transaction-rollback example as it does the same thing
+ * via UserTransaction and shows more techniques for rollback 
+ */
 //START SNIPPET: code
-
 public class MoviesTest extends TestCase {
 
     @EJB
```",3,3,2,3
zeroshot-v1,Remove exception stack trace print This is already logged by the StatusLogger.,"File: log4j-core/src/main/java/org/apache/logging/log4j/core/layout/StringBuilderEncoder.java
Status: modified
```diff
@@ -16,16 +16,16 @@
  */
 package org.apache.logging.log4j.core.layout;
 
-import org.apache.logging.log4j.core.util.Constants;
-import org.apache.logging.log4j.status.StatusLogger;
-
 import java.nio.ByteBuffer;
 import java.nio.CharBuffer;
 import java.nio.charset.Charset;
 import java.nio.charset.CharsetEncoder;
 import java.nio.charset.CodingErrorAction;
 import java.util.Objects;
 
+import org.apache.logging.log4j.core.util.Constants;
+import org.apache.logging.log4j.status.StatusLogger;
+
 /**
  * Encoder for StringBuilders that uses ThreadLocals to avoid locking as much as possible.
  */
@@ -69,7 +69,6 @@ private void encodeWithThreadLocals(final CharsetEncoder charsetEncoder, final C
         try {
             TextEncoderHelper.encodeTextWithCopy(charsetEncoder, charBuffer, temp, source, destination);
         } catch (final Exception ex) {
-            ex.printStackTrace();
             logEncodeTextException(ex, source, destination);
             TextEncoderHelper.encodeTextFallBack(charset, source, destination);
         }
```",3,2,3,4
zeroshot-v1,only notify behaviors when they are accepted,"File: wicket/src/main/java/wicket/Component.java
Status: modified
```diff
@@ -1768,7 +1768,10 @@ private void notifyBehaviorsComponentRendered()
 			for (Iterator i = behaviors.iterator(); i.hasNext();)
 			{
 				IBehavior behavior = (IBehavior)i.next();
-				behavior.rendered(this);
+				if (isBehaviorAccepted(behavior))
+				{
+					behavior.rendered(this);
+				}
 			}
 		}
 	}
```",3,2,3,3
zeroshot-v1,"Fix: Correct calculation in computeStubCallsPerProcessedKey method This commit corrects the calculation of the average number of stub calls per processed key in the `computeStubCallsPerProcessedKey()` method of the `MatchNode.java` file. The positions of `numRecords1` and `numKey1`, and `numRecords2` and `numKey2` in the division operation have been swapped to ensure accurate calculation.","File: pact/pact-compiler/src/main/java/eu/stratosphere/pact/compiler/plan/MatchNode.java
Status: modified
```diff
@@ -1031,11 +1031,11 @@ protected double computeStubCallsPerProcessedKey() {
 		double callsPerKey = 1;
 		
 		if(numKey1 != -1) {
-			callsPerKey *= numKey1 / (double)numRecords1;
+			callsPerKey *= (double)numRecords1 / numKey1;
 		}
 		
 		if(numKey2 != -1) {
-			callsPerKey *= numKey2 / (double)numRecords2;
+			callsPerKey *= (double)numRecords2 / numKey2;
 		}
 
 		return callsPerKey;
```",4,3,3,4
zeroshot-v1,Correct test case for DOMBuilder.,"File: src/test/org/apache/cocoon/xml/dom/DOMBuilderTestCase.java
Status: modified
```diff
@@ -26,7 +26,7 @@
 /**
  * JUnit Testcase for {@link DOMBuilder}.
  * 
- * @version CVS $Id: DOMBuilderTestCase.java,v 1.2 2004/05/07 13:11:26 ugo Exp $
+ * @version CVS $Id: DOMBuilderTestCase.java,v 1.3 2004/05/18 12:36:52 ugo Exp $
  */
 public class DOMBuilderTestCase extends TestCase {
 
@@ -57,8 +57,11 @@ public void testMultipleCharactersEvents() throws SAXException {
         builder.endElement("""", ""test"", ""test"");
         builder.endDocument();
         Document dom = builder.getDocument();
-        assertEquals(""Content of root element not what expected"", ""ABCDEF"", 
-                dom.getDocumentElement().getFirstChild().getNodeValue()
-                + dom.getDocumentElement().getLastChild().getNodeValue());
+        StringBuffer value = new StringBuffer();
+        for (int i = 0 ; i < dom.getDocumentElement().getChildNodes().getLength() ; ++i) {
+            value.append(dom.getDocumentElement().getChildNodes().item(i).getNodeValue());
+        }
+        assertEquals(""Content of root element not what expected"",
+                ""ABCDEF"", value.toString()); 
     }
 }
```",2,2,3,3
zeroshot-v1,add missing error message when the package goal is not found,"File: maven-core/src/main/java/org/apache/maven/lifecycle/DefaultLifecycleExecutor.java
Status: modified
```diff
@@ -211,7 +211,12 @@ private void verifyMojoPhase( String task, MavenSession session )
         {
             pluginManager.verifyPluginForGoal( task, session );
             mojoDescriptor = pluginManager.getMojoDescriptor( task );
-            if ( mojoDescriptor != null && mojoDescriptor.getPhase() != null )
+            if ( mojoDescriptor == null )
+            {
+                throw new LifecycleExecutionException( ""Required goal not found: "" + task );
+            }
+
+            if ( mojoDescriptor.getPhase() != null )
             {
                 Phase phase = (Phase) phaseMap.get( mojoDescriptor.getPhase() );
                 phase.getGoals().add( task );
```",3,3,3,4
zeroshot-v1,Observed a hard to reproduce test failure with the non-blocking IO tests. Can't reproduce it yet. Working assumption is that Poller and application thread have a different view of the async field on the SocketWrapper so make all the flags the Poller uses volatile.,"File: java/org/apache/tomcat/util/net/SocketWrapper.java
Status: modified
```diff
@@ -31,10 +31,10 @@ public class SocketWrapper<E> {
     private long timeout = -1;
     private boolean error = false;
     private volatile int keepAliveLeft = 100;
-    private boolean comet = false;
-    private boolean async = false;
+    private volatile boolean comet = false;
+    private volatile boolean async = false;
     private boolean keptAlive = false;
-    private boolean upgraded = false;
+    private volatile boolean upgraded = false;
     private boolean secure = false;
     /*
      * Following cached for speed / reduced GC
```",3,3,2,3
zeroshot-v1,"Refactor: Update getFilteredCiphersuites method in SSLUtils.java In this commit, the getFilteredCiphersuites method in SSLUtils.java has been refactored. The method now filters the supported cipher suites based on the provided include/exclude filters. The constant list DEFAULT_CIPHERSUITE_FILTERS_INCLUDE has been removed and replaced with a call to Collections.emptyList(). This change simplifies the code and makes it easier to understand.","File: core/src/main/java/org/apache/cxf/configuration/jsse/SSLUtils.java
Status: modified
```diff
@@ -31,6 +31,7 @@
 import java.security.NoSuchAlgorithmException;
 import java.util.ArrayList;
 import java.util.Arrays;
+import java.util.Collections;
 import java.util.List;
 import java.util.logging.Level;
 import java.util.logging.Logger;
@@ -65,8 +66,6 @@ public final class SSLUtils {
 
     private static final String HTTPS_CIPHER_SUITES = ""https.cipherSuites"";
 
-    private static final List<String> DEFAULT_CIPHERSUITE_FILTERS_INCLUDE =
-        Arrays.asList(new String[] {"".*""});
     /**
      * By default, exclude NULL, anon, EXPORT, DES, 3DES, MD5, CBC and RC4 ciphersuites
      */
@@ -409,7 +408,7 @@ public static String[] getFilteredCiphersuites(FiltersType filters,
         List<Pattern> includes =
             filters != null
                 ? compileRegexPatterns(filters.getInclude(), true, log)
-                : compileRegexPatterns(DEFAULT_CIPHERSUITE_FILTERS_INCLUDE, true, log);
+                : Collections.emptyList();
         List<Pattern> excludes =
             filters != null
                 ? compileRegexPatterns(filters.getExclude(), false, log)
```",3,3,3,4
zeroshot-v1,Add @lob annotation for application certificates,"File: rt/rs/security/oauth-parent/oauth2/src/main/java/org/apache/cxf/rs/security/oauth2/common/Client.java
Status: modified
```diff
@@ -28,6 +28,7 @@
 import javax.persistence.Entity;
 import javax.persistence.FetchType;
 import javax.persistence.Id;
+import javax.persistence.Lob;
 import javax.persistence.ManyToOne;
 import javax.persistence.MapKeyColumn;
 import javax.persistence.OneToOne;
@@ -66,7 +67,7 @@ public class Client implements Serializable {
     private String homeRealm;
     private boolean registeredDynamically;
     private String tokenEndpointAuthMethod;
-    
+
     public Client() {
 
     }
@@ -346,6 +347,7 @@ public void setRegisteredAudiences(List<String> registeredAudiences) {
 
     @ElementCollection(fetch = FetchType.EAGER)
     @OrderColumn
+    @Lob
     public List<String> getApplicationCertificates() {
         return applicationCertificates;
     }
```",3,2,3,4
zeroshot-v1,"Slight tweak to getOrCreateUtilCache, to get better code coverage.","File: framework/base/src/org/ofbiz/base/util/cache/UtilCache.java
Status: modified
```diff
@@ -644,12 +644,8 @@ public static <K, V> UtilCache<K, V> getOrCreateUtilCache(String name, int sizeL
         if (existingCache != null) return existingCache;
         String cacheName = name + getNextDefaultIndex(name);
         UtilCache<K, V> newCache = new UtilCache<K, V>(cacheName, sizeLimit, maxInMemory, expireTime, useSoftReference, useFileSystemStore, name, names);
-        UtilCache<K, V> oldCache = (UtilCache<K, V>) utilCacheTable.putIfAbsent(name, newCache);
-        if (oldCache == null) {
-            return newCache;
-        } else {
-            return oldCache;
-        }
+        utilCacheTable.putIfAbsent(name, newCache);
+        return (UtilCache<K, V>) utilCacheTable.get(name);
     }
 
     public static <K, V> UtilCache<K, V> createUtilCache(String name, int sizeLimit, int maxInMemory, long expireTime, boolean useSoftReference, boolean useFileSystemStore, String... names) {
```",2,1,2,3
zeroshot-v1,test for parsing strings,"File: src/testcases/org/apache/poi/hssf/record/formula/TestFormulaParser.java
Status: modified
```diff
@@ -54,6 +54,16 @@ public void testFormulaWithSpaceNRef() {
         assertTrue(""two tokens expected, got ""+ptgs.length,ptgs.length == 2);
     }
     
+    public void testFormulaWithString() {
+        Ptg[] ptgs;
+        FormulaParser fp;
+        fp = new FormulaParser(""\""hello\"" & \""world\"" ;"");
+        fp.parse();
+        ptgs = fp.getRPNPtg();
+        assertTrue(""three token expected, got "" + ptgs.length, ptgs.length == 3);
+    }
+
+    
      public static void main(String [] args) {
         System.out.println(""Testing org.apache.poi.hssf.record.formula.FormulaParser"");
         junit.textui.TestRunner.run(TestFormulaParser.class);
```",2,2,1,2
